PrepId,Description,PakQty,PakUOM,InventoryGroup,StdQty,StdUom
P-44445,HS|Pie|Tourtierre - PTN,1.0,PTN,,124.0,g
P-44443,HS|Pie|Tourtierre Filling,9.2,Kg,FEAST,9200.0,g
P-39232,HS|Potato|Herbed Mashed,26.0,Kg,,26000.0,g
P-47225,HS|Risotto - Cali Style,18.0,Kg,,18000.0,g
P-47224,HS|Risotto - Classic,18.0,Kg,,18000.0,g
P-47228,HS|Risotto Veg,1.0,PTN,,172.0,g
P-44448,HS|Roasted Root Veg,14.0,Kg,,14000.0,g
P-55768,HS|Roasted Yams,17.0,Kg,,17000.0,g
P-41444,HS|Sauce|White Bean Puree,30.0,L,FOOD - GROCERY,30000.0,ml
P-44502,HS|Side|Roasted Broccoli,4.5,Kg,,4500.0,g
P-47380,HS|Side|Stewed Cabbage,22.5,Kg,,22500.0,g
P-42717,HS|Stew|Irish,120.0,Kg,FEAST,120000.0,g
P-50994,HS|Tostada Kimchi|PREP,1.0,PTN,,300.0,g
P-46641,HS|Wild & Brown Rice Pilaf,30.0,PTN,,5160.0,g
P-47208,HSlBahn Mi (Smoked Tofu),1.0,PTN,,365.0,g
P-47079,HSlCajun Potatoes,24.0,Kg,,24000.0,g
P-53347,HSlFried Okra,2.0,Kg,,2000.0,g
P-44483,HSlGRAVYlBlack Pepper,4.8,L,,4800.0,ml
P-37871,HSlMushroom Tostada,1.0,ea,,250.0,g
P-27300,HSlPerogy,10.0,Kg,FEAST,10000.0,g
P-27333,HSlRst Veg Lasagna,23.04,Kg,PREP,23040.0,g
P-27026,INT - Braised Red Cabbage,4.0,lb,,1814.368,g
P-27488,INT - Grilled Focaccia,48.0,PTN,,5472.0,g
P-67132,JPOP/ Vegan Meringue,10.0,piece,,220.0,g
P-67128,JPOP/Blanched Vegetables,18.0,Kg,,18000.0,g
P-67126,JPOP/Fresh Lumpia Filling,10.0,Kg,,10000.0,g
P-67125,JPOP/Fresh Lumpia Sauce,7.0,L,,7000.0,ml
P-66940,JPOP/Fresh Lumpia/Wrapper,5.0,L,,5000.0,ml
P-67130,JPOP/Macerated Berries,5.0,Kg,,5000.0,g
P-67131,JPOP/Stawberry Coulis,1.0,L,,1000.0,ml
P-66928,JPOP| Kare-Kare Sauce,6000.0,ml,,6000.0,ml
P-66930,JPOP|Beef Sous Vide,23.0,Kg,,23000.0,g
P-51582,JULIENNE|Carrot,10.5,Kg,PREP,10500.0,g
P-39339,LAMB|Korma (Test),15.5,Kg,PREP,15500.0,g
P-54697,LEMON|Wedge 1/6,6.0,each,PREP,84.0,g
P-68713,LIQUID|Just Egg,500.0,ml,,500.0,ml
P-11120,LIQUID|Pickling|Strong (Test),4.0,L,ZDONT USE- MISC ,4000.0,ml
P-71856,MACERATED|Blueberry Basil,4.5,Kg,,4500.0,g
P-37632,MAG SIGNATURE SALAD,1.0,ea,,170.0,g
P-51269,MARINADE|Char Siu ,3.0,Kg,,3000.0,g
P-56556,MARINADE|Ginger Beef,1.2,Kg,,1200.0,g
P-71530,MARINADE|Red Chile Adobo|BNO,2.025,L,,2025.0,ml
P-50794,MARINATE|ForTofu|Bueno,550.0,g,,550.0,g
P-56762,MARINATED|Artichoke,1.0,Kg,,1000.0,g
P-56068,MARINATED|Bamboo Shoot - Menma,3.8,Kg,,3800.0,g
P-50830,MARINATED|ChickenKaraage thigh,4.6,Kg,,4600.0,g
P-26331,MARINATED|Chili LimeTofu,4.0,Kg,PREP,4000.0,g
P-45879,MARINATED|Honey Sesame Chicken,5.7,Kg,PREP,5700.0,g
P-44342,MARINATED|Olives,1.25,Kg,,1250.0,g
P-42320,MARINATED|Paneer,0.625,Kg,PREP,625.0,g
P-55779,MARINATED|Sweet & Sour Tofu,15.0,Kg,,15000.0,g
P-49176,MASHED|Sweet Potato,22.0,Kg,,22000.0,g
P-41751,MAYO|BlackChili|Bueno,4.5,L,FEAST,4500.0,ml
P-50744,MAYO|Charred Shallot,6.2,L,,6200.0,ml
P-50703,MAYO|Gochujuang,5.5,L,PREP,5500.0,ml
P-44302,MAYO|Mole,2.1,L,FEAST,2100.0,ml
P-36621,MAYO|Togarashi,1.0,L,PREP,1000.0,ml
P-26822,MEP - Basil Oil,1.0,L,PREP,1000.0,ml
P-24031,MEP - Cooked Quinoa,4.0,lb,PREP,1814.368,g
P-26742,MEP - Fried Chickpeas,2.0,Kg,PREP,2000.0,g
P-27291,MEP|Cooked Lasagna,9.072,Kg,PREP,9072.0,g
P-50490,MilklOat,8.0,L,,8000.0,ml
P-50427,MINCED|Ginger and Garlic,110.0,g,,110.0,g
P-26175,MIX|Berbere Rub,440.0,g,ZDONT USE OK - PREP,440.0,g
P-50860,MIX|Bruschetta,1.2,Kg,,1200.0,g
P-47418,MIX|Cheese,2.0,Kg,PREP,2000.0,g
P-44776,MIX|Cumin Rub,500.0,g,,500.0,g
P-57007,MIX|Potato blend|FP&UBC|SL,4.0,Kg,,4000.0,g
P-44976,MIX|Pudding|Mango,6.0,L,,6000.0,ml
P-26019,MIX|Salt and Pepper,4.0,Kg,ZDONT USE OK - PREP,4000.0,g
P-25993,MIX|Salt and Pepper - FT,7.0,Kg,,7000.0,g
P-18907,MIX|Salt&Pepper,1225.0,g,,1225.0,g
P-71175,Molten Lava Cake/Jpop,3.0,Kg,,3000.0,g
P-52088,MSlFlatbread,10.0,PTN,,2000.0,g
P-6846,NEW PIZZA DOUGH,36.98,Kg,PREP,36980.0,g
P-43606,OATS|Over Night|Apple Pie,8.0,Kg,PREP,8000.0,g
P-55098,OATS|Over Night|Banana Almond,11.0,Kg,PREP,11000.0,g
P-43725,OATS|Over Night|Banana Choc,11.0,Kg,PREP,11000.0,g
P-43719,OATS|Over Night|Base,5.0,Kg,,5000.0,g
P-43720,OATS|Over Night|Carrot Cake,11.0,Kg,,11000.0,g
P-43727,OATS|Over Night|Tropical,14.5,Kg,PREP,14500.0,g
P-56958,OATS|Steel Cut Base,3.25,Kg,FOOD - GROCERY,3250.0,g
P-56714,OATS|Steel Cut|Maple Apple,4.0,Kg,PREP,4000.0,g
P-57344,OATS|Steel Cut|Spiced Pumpkin,4.0,Kg,PREP,4000.0,g
P-41551,OIL|CharredChili|Bueno,5.0,L,FEAST,5000.0,ml
P-41466,OIL|Confit Garlic,8225.0,g,FEAST,8225.0,g
P-26381,OIL|Garlic Chili,4.0,L,PREP,4000.0,ml
P-56066,OIL|La-Yu Chinese Chili Oil,5.0,L,,5000.0,ml
P-7139,OIL|Lemon,1.25,L,,1250.0,ml
P-55041,PAN|L-Chilled|Eat The Rainbow,6.0,PTN,,978.0,g
P-55043,PAN|L-Chilled|Thai Buddah,6.0,PTN,,2718.0,g
P-32155,PAN|Sandwich|Smashed Chick Pea,1.0,ea,,285.0,g
P-71166,Panko Crusted Aubergine/Jpop,100.0,slice,,5500.0,g
P-13471,Pantry-Fruit/Berry Platter LRG,1.0,ea,,400.0,g
P-13469,Pantry-Vegetable Platter LRG,1.0,ea,,500.0,g
P-61658,PASTA|Cauliflower Cheese,4.0,Kg,,4000.0,g
P-53923,PASTE|Jerk|FORMAL,6.0,L,,6000.0,ml
P-47195,PATElBahn Mi (Vegetarian),7.0,Kg,PREP,7000.0,g
P-35736,PEELED|Banana,120.0,g,,120.0,g
P-50990,PICKLE| Carrot & Cucumber,1.5,Kg,,1500.0,g
P-41468,PICKLE|Base,15.0,L,PREP,15000.0,ml
P-43341,PICKLE|Cabbage,8.0,Kg,FEAST,8000.0,g
P-47196,PICKLE|Carrot + Daikon,5.0,Kg,PREP,5000.0,g
P-44677,PICKLE|Kyuri,3.75,Kg,FEAST,3750.0,g
P-26136,PICKLE|Onion Red,9.072,Kg,PREP,9072.0,g
P-50686,PICKLE|Red Cabbage,500.0,g,,500.0,g
P-53972,PICKLED|Radish,1.5,Kg,,1500.0,g
P-25761,PICKLED|Red Onion,2.267,Kg,PREP,2267.0,g
P-53944,PIZZETTES|Assorted|FORMAL,150.0,each,,19500.0,g
P-26481,POACHED|Egg|Soft,1.0,ea,ZDONT USE OK - PREP,50.0,g
P-58338,POP|Autumn Leaves,115.0,g,,115.0,g
P-65359,POP|Broccoli&Carrot Amondine ,2.0,Kg,,2000.0,g
P-55084,POP|Carrot|Roasted|MR,50.0,g,,50.0,g
P-52909,POP|Cilantro Citrus Vin,2.0,L,,2000.0,ml
P-64243,POP|Coconut Dressing,4.0,L,,4000.0,ml
P-52907,POP|Cous Cous Salad,10.5,Kg,,10500.0,g
P-65361,POP|Dijon Cream Sauce|PORK ,2.5,L,,2500.0,ml
P-65749,POP|Energy bowl base,2.2,Kg,,2200.0,g
P-52915,POP|Harissa Spice Mix,195.0,g,,195.0,g
P-52916,POP|Harissa Veg Stew,20.0,L,,20000.0,ml
P-52914,POP|Herbed Citrus Yogurt,4.2,Kg,,4200.0,g
P-52913,POP|House Pickle - Drain Yield,5.0,Kg,,5000.0,g
P-65363,POP|Kutsinta|JA,12.0,each,,900.0,g
P-58336,POP|Lemon Honey Vin|DRESSING,2.0,L,,2000.0,ml
P-64246,POP|Marinated Tofu,3.0,Kg,,3000.0,g
P-52910,POP|Mint Slaw Base,5.75,Kg,,5750.0,g
P-52960,POP|Moroccan Lamb Stew,20.0,Kg,,20000.0,g
P-55083,POP|Parsnip|Roasted|MR,50.0,g,,50.0,g
P-64240,POP|Pickled Daikon/Carrot,5.0,Kg,,5000.0,g
P-65358,POP|Potato Gratin Dauphinois,1.2,Kg,,1200.0,g
P-64242,POP|Roasted Cashews,2.01,Kg,,2010.0,g
P-58402,POP|Salted Caramel Apple bars,650.0,g,,650.0,g
P-52908,POP|Seared Albacore Tuna,9.0,Kg,,9000.0,g
P-52911,POP|Slaw Vin,1.5,L,,1500.0,ml
P-58335,POP|Squash&Spin Lasagna,2.195,Kg,,2195.0,g
P-65360,POP|Stuffed|Pork Loin,4.0,Kg,,4000.0,g
P-64245,POP|Thai Pork Belly - Cooked,12.0,Kg,,12000.0,g
P-54688,"POP2|Asian Broth ""Gravy""",20.0,L,,20000.0,ml
P-54693,POP2|Blanched Bean Sprouts,5.0,Kg,,5000.0,g
P-54663,POP2|Chocolate Ganache,6.0,Kg,,6000.0,g
P-54662,POP2|Chocolate Pate Brisee,3.8,Kg,,3800.0,g
P-54707,POP2|Chocolate Tart,40.0,piece,,5880.0,g
P-54658,POP2|Compressed Cucumber,3.5,Kg,,3500.0,g
P-54661,POP2|Compressed Daikon,3.5,Kg,,3500.0,g
P-54689,POP2|Crispy Lotus Root Garnish,700.0,g,,700.0,g
P-54678,POP2|Edamame Spread,3.2,Kg,,3200.0,g
P-54687,POP2|Glazed Oyster Mushroom,5.0,Kg,,5000.0,g
P-54700,POP2|Lemon Slice,2.0,Kg,,2000.0,g
P-54686,POP2|Nori Mash,24.0,Kg,,24000.0,g
P-54660,POP2|Pickle Syrup,4.0,L,,4000.0,ml
P-54665,POP2|Pralinee,3.9,Kg,,3900.0,g
P-54668,POP2|Raspberry Crisp,500.0,g,,500.0,g
P-54669,POP2|Raspberry Gel,3.0,L,,3000.0,ml
P-54691,POP2|Red Miso Mayo,4.6,L,,4600.0,ml
P-54675,POP2|Rice Noodle Yield,10.8,Kg,,10800.0,g
P-54674,POP2|Sunomono Juice,15.7,L,,15700.0,ml
P-66098,POPAR|Corn & Wild Rice Salad,5.0,Kg,,5000.0,g
P-53924,PORK|Jerk|FORMAL,4.0,Kg,,4000.0,g
P-53962,POWDER|Wild Rice|LWSTO,950.0,g,,950.0,g
P-54455,PRAWNS|Fried|DNU,60.0,g,,60.0,g
P-61071,PRAWNS|Fried|HS,60.0,g,,60.0,g
P-7135,PREP Basil Oil,4.5,L,,4500.0,ml
P-32131,PREP CHAMPAGNE VIN,1.1,L,,1100.0,ml
P-12392,PREP COFFEE ,60.0,fl oz,,1774.41,ml
P-9764,PREP Red Pepper,9.28,lb,,4209.33376,g
P-50989,PREP| Cabbage Mix,2.0,Kg,,2000.0,g
P-28759,PREP| Sliced|Roast Turkey 1kg,1.0,Kg,CK - FOOD,1000.0,g
P-53954,prep|acorn squash roasted|bowl,1.3,Kg,,1300.0,g
P-26517,PREP|Asian Coleslaw,0.9,Kg,PREP,900.0,g
P-34534,PREP|Basil Leaf,10.0,oz,,283.495,g
P-7420,PREP|Broccoli Florets,19.0,Kg,,19000.0,g
P-46639,PREP|Brown rice|RTSBowls,5.0,Kg,,5000.0,g
P-56683,PREP|Calzone|DOUGH,110.0,g,,110.0,g
P-50583,PREP|Capers|chopped,450.0,g,,450.0,g
P-9721,PREP|Cauliflower Florets,1.0,Kg,,1000.0,g
P-64724,PREP|cauliflowr|Tempura,750.0,g,,750.0,g
P-23865,PREP|Cereal Oatmeal,2.25,L,,2250.0,ml
P-20368,PREP|Chard Processed,2.8,Kg,,2800.0,g
P-59591,PREP|Chiles|Stock,1.0,L,,1000.0,ml
P-41913,PREP|chili oil|FLX,4.0,L,FEAST,4000.0,ml
P-55973,PREP|Chocolate Pudding|Parfait,10.0,L,,10000.0,ml
P-48495,PREP|Cilantro|Minced,100.0,g,,100.0,g
P-52943,PREP|Cilantro|Sprig,50.0,g,,50.0,g
P-41619,PREP|Cooked Quinoa,2.0,Kg,FOOD - GROCERY,2000.0,g
P-34666,PREP|Cooked Sausage,8.0,Kg,,8000.0,g
P-55437,PREP|Corn & Beans,2.495,Kg,PREP,2495.0,g
P-13648,PREP|Croutons,2.268,Kg,PREP,2268.0,g
P-53616,PREP|Dice jalapenos,0.9,Kg,,900.0,g
P-34535,PREP|Drain Artichokes,1.4,Kg,,1400.0,g
P-14548,PREP|Dressing|Lemon Herb,1.0,L,,1000.0,ml
P-43435,PREP|Dressing|Red Thai,5.0,L,,5000.0,ml
P-32259,PREP|Egg Salad Mix,2.1,Kg,,2100.0,g
P-47149,PREP|Egg yolk|Seperated,17.0,g,,17.0,g
P-44392,PREP|Eggs|poached,8.0,each,PREP,400.0,g
P-56422,PREP|Fajita Veg ,2.0,Kg,,2000.0,g
P-48489,PREP|Garlic Confit,1.0,Kg,PREP,1000.0,g
P-32664,PREP|Garlic Pita,1.0,each,ZDONT USE OK - PREP,61.0,g
P-7444,PREP|Garlic Puree,4.0,L,PREP,4000.0,ml
P-25107,PREP|Granola,35.0,Kg,,35000.0,g
P-9733,PREP|Green Onion,3.946,Kg,,3946.0,g
P-10113,PREP|Green Onion|Slice,1.0,Kg,,1000.0,g
P-58738,PREP|Gremolata Breadcrumb,210.0,g,PREP,210.0,g
P-9745,PREP|Jumbo Onion,45.6,lb,,20683.7952,g
P-46870,PREP|Lemon Zest|YIELD,1.5,g,PREP,1.5,g
P-44585,PREP|Lime|WEDGE,8.0,piece,,84.0,g
P-14703,PREP|Mayo|Pesto,1.6,L,PREP,1600.0,ml
P-52702,PREP|Mint Leaf,600.0,g,,600.0,g
P-57227,PREP|Mirepoix,4.0,Kg,,4000.0,g
P-9744,PREP|Mushroom Sliced,0.9,Kg,,900.0,g
P-9743,PREP|Mushroom|Button,9.38,lb,,4254.69296,g
P-66113,PREP|peeled sweet potato,2.0,Kg,,2000.0,g
P-14696,PREP|Pepperoncini,32.0,oz,,907.184,g
P-56949,PREP|Persiallde ,460.0,g,,460.0,g
P-5962,PREP|Pesto,20.0,L,PREP,20000.0,ml
P-42499,PREP|Pickle Juice,1.0,L,,1000.0,ml
P-50584,PREP|Pickle|Chopped,1.0,Kg,,1000.0,g
P-6605,PREP|Pureed Garlic|USE ME,2.5,Kg,PREP,2500.0,g
P-10241,PREP|Red Pepper|Julienne,1.0,Kg,,1000.0,g
P-41573,PREP|Rice|Ancho Mixed,8.0,Kg,PREP,8000.0,g
P-55040,PREP|Rice|Citrus Tossed,5.0,Kg,,5000.0,g
P-57038,PREP|Roast Turkey ,7.0,Kg,,7000.0,g
P-50768,PREP|Salmon Dill|SL,2.25,Kg,,2250.0,g
P-46637,PREP|Sauteed Mushrooms|GRL,2.0,Kg,PREP,2000.0,g
P-46869,PREP|Shallot Brunoise,0.85,Kg,,850.0,g
P-40584,PREP|Shallot Crispy,9.0,Kg,PREP,9000.0,g
P-46862,PREP|Slice|Roma,20.0,slice,PREP,454.0,g
P-14697,PREP|Sliced Black olives,100.0,oz,,2834.95,g
P-32151,PREP|Sliced Roma Tomato,20.0,slice,,300.0,g
P-57639,PREP|Sliced|red Onion,1.0,Kg,,1000.0,g
P-28757,PREP|Sliced|Roast Beef 1kg,1.0,Kg,CK - FOOD,1000.0,g
P-53617,PREP|Small Dice|Red onion,1.0,Kg,,1000.0,g
P-32154,PREP|Smashed Chick Pea Filling,2.5,Kg,,2500.0,g
P-49035,PREP|smoothie|Strawberry Cupid,4.0,each,,350.0,g
P-55037,PREP|Spice|Garam Masala,1.0,Kg,,1000.0,g
P-44649,PREP|Squash Roasted|Bowl,8.75,Kg,PREP,8750.0,g
P-53906,PREP|Summer Roll,12.0,each,,835.0,g
P-35881,PREP|Taco Sweet Potato,2.495,Kg,PREP,2495.0,g
P-61841,PREP|Tater tots,1.0,Kg,,1000.0,g
P-52703,PREP|Thai Basil Leaf,250.0,g,,250.0,g
P-51250,PREP|Tofu Cube|GZA,10.0,Kg,,10000.0,g
P-24696,PREP|Tomato slice-Yield,7.0,slice,,420.0,g
P-9778,PREP|Tomato|Processed,0.72,Kg,,720.0,g
P-53277,PREP|Veg Stock,10.3,L,,10300.0,ml
P-55038,PREP|Veg|Masala Chickpea,5.0,Kg,,5000.0,g
P-55042,PREP|Veg|Roasted Carrot,5.0,Kg,,5000.0,g
P-17330,PREP|Veg|Roasted Sweet Pot,1.0,Kg,,1000.0,g
P-55258,PREP|Whistle Cut|Carrot,11.26,Kg,,11260.0,g
P-44335,PREP|White Bean Burrito Base,10.4,Kg,PREP,10400.0,g
P-51219,PTN|Quiche|Denver,1.0,PTN,,134.0,g
P-51220,PTN|Quiche|Ham & Cheese,1.0,PTN,,202.0,g
P-42892,PTN|Quiche|Spinach Feta,1.0,each,,164.0,g
P-38314,PTN|Vegetarian Egg Roll|1 pc,1.0,ea,FEAST,50.0,g
P-26806,PTNlQuiche|Western,1.0,PTN,,192.0,g
P-53970,PUMPKIN|Croquettes|STOLW,16.0,each,,2504.0,g
P-26020,PUREE|Garlic|Kg - FT,2.5,Kg,PREP,2500.0,g
P-26626,PUREE|Garlic|LTR - FT,4.0,L,PREP,4000.0,ml
P-10496,PUREE|Ginger|Kg - FT,3.27,Kg,PREP,3270.0,g
P-26627,PUREE|Ginger|Ltr - FT,4.0,L,PREP,4000.0,ml
P-34880,PUREE|Ginger|OK - KG,4.8,Kg,PREP,4800.0,g
P-56797,PUREE|Shallot,1.0,Kg,,1000.0,g
P-56833,PUREE|Thai Red Chili,0.95,Kg,,950.0,g
P-53971,PUREE|White Bean|STOLW,1.35,L,FOOD - GROCERY,1350.0,ml
P-23310,RATIO|Bar|Fruit,23.0,Kg,,23000.0,g
P-57404,RATIO|Oats|Overnight|Mix,3.0,Kg,,3000.0,g
P-57323,RATIO|Parfait Bar|TOPPERS,1.4,Kg,,1400.0,g
P-57317,RATIO|Parfait Bar|YOGURT,12.0,Kg,,12000.0,g
P-57298,RATIO|Salad Bar|DRESSING,12.0,L,,12000.0,ml
P-57287,RATIO|Salad Bar|Dressings,6.5,L,,6500.0,ml
P-57299,RATIO|Salad Bar|Individual,2.02,Kg,,2020.0,g
P-57308,RATIO|Salad Bar|Master Mix,5.0,Kg,,5000.0,g
P-57300,RATIO|Salad Bar|Salads,9.0,Kg,,9000.0,g
P-23151,RATIO|Salad Bar|Singles,2.0,Kg,,2000.0,g
P-23935,RATIO|Side Bar,9.0,Kg,,9000.0,g
P-57528,RATIO|Side bar|Grains.,5.5,Kg,,5500.0,g
P-57529,RATIO|Side Bar|Potatoes,7.0,Kg,,7000.0,g
P-57530,RATIO|Side bar|Vegetables,34.0,Kg,,34000.0,g
P-68241,RATIO|Snack Bar|CRACKER/PITA,600.0,g,,600.0,g
P-68239,RATIO|Snack Bar|Crudite,1.0,Kg,,1000.0,g
P-68238,RATIO|Snack Bar|DIPS,1.3,Kg,,1300.0,g
P-71555,RATIO|Snack Bar|FRUIT PLATTER,5.0,Kg,,5000.0,g
P-65581,RFPOP|Dredge,2.0,Kg,,2000.0,g
P-65585,RFPOP|Gamja bokkeum (potato),1.4,Kg,,1400.0,g
P-65583,RFPOP|Gojijang Sauce,1.7,L,,1700.0,ml
P-65582,RFPOP|Korean Fried Chicken mix,1.5,Kg,,1500.0,g
P-65584,RFPOP|Korean Fried Tofu,1.5,Kg,,1500.0,g
P-65586,RFPOP|Spicy Cucumber,1.0,Kg,,1000.0,g
P-46504,Rice-Wild Yeild,4.5,Kg,,4500.0,g
P-26885,RICE| White Basmati,4.0,Kg,,4000.0,g
P-53946,RISOTTO|for arancini|FORMAL,5.5,Kg,,5500.0,g
P-36077,ROAST|Butternut Squash,8.0,Kg,,8000.0,g
P-55964,ROAST|Char Siu,1.0,Kg,,1000.0,g
P-56506,ROAST|Cuban Pork Loin,0.9,Kg,PREP,900.0,g
P-32659,ROAST|Lemon Roasted Potato,22.68,Kg,ZDONT USE OK - PREP,22680.0,g
P-50372,ROAST|Pork Char Siu ,2.9,Kg,,2900.0,g
P-46503,ROASTED|Acorn Squash,350.0,g,,350.0,g
P-14675,ROASTED|Beef,4.2,Kg,PREP,4200.0,g
P-45118,ROASTED|Beets,4.0,Kg,PREP,4000.0,g
P-33887,ROASTED|Beets|Honey,17.75,lb,ZDONT USE OK - PREP,8051.258,g
P-26759,ROASTED|Brussel Sprout,4.536,Kg,,4536.0,g
P-44811,ROASTED|Carrot|Prep,4.5,Kg,,4500.0,g
P-52027,ROASTED|Carrots,4.5,Kg,,4500.0,g
P-62014,ROASTED|Carved Beef,9.2,Kg,,9200.0,g
P-51458,ROASTED|Cashews,1.1,Kg,,1100.0,g
P-26442,ROASTED|Cauliflower,1.332,Kg,ZDONT USE OK - PREP,1332.0,g
P-37780,ROASTED|Cauliflower ,4.5,Kg,,4500.0,g
P-46507,ROASTED|Cherry Tomatoes ,0.9,Kg,FOOD - GROCERY,900.0,g
P-71423,ROASTED|Chicken Mole Rojo,5.0,Kg,PRODUCTION FOOD,5000.0,g
P-44633,ROASTED|Corn,1.8,Kg,,1800.0,g
P-48996,ROASTED|Fennel|BVSTO,1.0,Kg,,1000.0,g
P-53995,ROASTED|Mushroom,5.75,Kg,,5750.0,g
P-53996,ROASTED|Onion,4.5,Kg,,4500.0,g
P-48997,ROASTED|Parsnip|BVSTO,1.0,Kg,,1000.0,g
P-53994,ROASTED|Peppers,4.5,Kg,,4500.0,g
P-71360,ROASTED|Poblano,30.0,Kg,,30000.0,g
P-26324,ROASTED|Porchetta,3.0,Kg,PREP,3000.0,g
P-25893,ROASTED|Potato,21.0,Kg,PREP,21000.0,g
P-50289,ROASTED|Pumpkin seed,100.0,g,,100.0,g
P-50801,ROASTED|Pumpkin Seeds,2.9,Kg,,2900.0,g
P-61925,ROASTED|Salmon Fillet|WHOLE,4.0,Kg,,4000.0,g
P-26225,ROASTED|Seasonal Vegetable,5.0,Kg,ZDONT USE OK - PREP,5000.0,g
P-58355,ROASTED|Squash Cubes,1.6,Kg,,1600.0,g
P-54778,ROASTED|Sweet Potato,18.0,Kg,,18000.0,g
P-26382,ROASTED|Sweet Potato Hash,1.7,Kg,PREP,1700.0,g
P-54747,ROASTED|TrumpetMushroom (Test),2.5,Kg,,2500.0,g
P-26200,ROASTED|Yam,3.0,lb,ZDONT USE OK - PREP,1360.7759999999998,g
P-53993,ROASTED|Zucchini,4.5,Kg,,4500.0,g
P-53148,ROASTEDlPumpkin,10.0,Kg,,10000.0,g
P-53966,ROCKFISH|Yeild,4.5,Kg,,4500.0,g
P-26323,RUB|Porchetta,226.796,g,ZDONT USE OK - PREP,226.796,g
P-26164,RUB|UBC House,6.75,Kg,PREP,6750.0,g
P-56342,S&S| Pansit,3.0,Kg,,3000.0,g
P-56417,S&S| Sesame Edamame|SIDE,2.0,Kg,,2000.0,g
P-55092,S&S|Ajitama TA-RE,2.5,L,,2500.0,ml
P-55093,S&S|Ajitama|Ramen Eggs,200.0,CT,,2400.0,g
P-43932,S&S|Beef Lemongrass,6.5,Kg,,6500.0,g
P-51228,S&S|Beyond Bulgogi,4.0,Kg,,4000.0,g
P-53147,S&S|Broth|Ramen,120.0,L,,120000.0,ml
P-41464,S&S|Broth|Vegetarian Pho,80.0,L,FEAST,80000.0,ml
P-56379,S&S|Chicken Inasal,24.0,Kg,,24000.0,g
P-56343,S&S|Chix Inasal Marinade,4.0,L,,4000.0,ml
P-41309,S&S|Dressing|Gomae,1.75,L,FEAST,1750.0,ml
P-44851,S&S|Fried Tempeh,9.5,Kg,,9500.0,g
P-62093,S&S|Gomae style cucumber|SIDE,135.0,g,,135.0,g
P-65606,S&S|Green Thai Curry Stir fry,3.0,L,,3000.0,ml
P-54257,S&S|Honey Garlic Chicken Balls,13.0,L,,13000.0,ml
P-44938,S&S|Honey Garlic Tempeh,8.0,Kg,,8000.0,g
P-54399,S&S|Honey Garlic Tofu (Test),13.0,L,,13000.0,ml
P-43931,S&S|Massaman Curry (Base),28.44,Kg,,28440.0,g
P-43930,S&S|Massaman Curry Paste,5.7,Kg,,5700.0,g
P-47159,S&S|Nam Jim Sauce V,7.5,L,FEAST,7500.0,ml
P-44565,S&S|PTN Singapore Bihon Noodle,185.0,g,,185.0,g
P-51525,S&S|Ramen Noodles,2.0,Kg,,2000.0,g
P-41306,S&S|Ramen Sweet Corn,1.0,Kg,,1000.0,g
P-47261,S&S|Sesame Cashew Slaw,16.75,Kg,,16750.0,g
P-62092,S&S|Steamed Edamame|SIDE,120.0,g,,120.0,g
P-57047,S&S|Steamed shrimp,453.593,g,,453.593,g
P-26683,S&S|Sweet & Sour Pork,9.0,Kg,,9000.0,g
P-26684,S&S|Sweet & Sour Tempeh,15.0,Kg,,15000.0,g
P-47165,S&S|Vegetable Chop Suey,22.0,Kg,,22000.0,g
P-44641,S&S|Wok Fried Tofu,4.5,Kg,,4500.0,g
P-44567,S&SlBihon Vegetables,13.0,Kg,,13000.0,g
P-45424,S&SlBulgogi Beef,4.5,Kg,FEAST,4500.0,g
P-45425,S&SlBulgogi Tofu,4.0,Kg,,4000.0,g
P-45416,S&SlDan Dan Pork,50.0,Kg,PREP,50000.0,g
P-52038,S&SlRamen Poached Egg,1.0,each,,50.0,g
P-9610,S&SlSAUCElBlack Bean ,20.0,L,PREP,20000.0,ml
P-43244,S&SlSAUCElBlack Garlic ,1.1,L,FEAST,1100.0,ml
P-57290,SALAD BAR|MIX|MASTER,5.0,Kg,,5000.0,g
P-26484,SALAD| White Bean ,10.0,lb,ZDONT USE OK - PREP,4535.92,g
P-44647,SALAD|Arugula & Vinaigrette,1.0,Kg,,1000.0,g
P-35880,SALAD|Carrot & Beet Slaw,2.268,Kg,PREP,2268.0,g
P-26069,SALAD|Citrus Scented Arugula,15.0,g,,15.0,g
P-32800,SALAD|Curried Chickpea ,22.0,Kg,PREP,22000.0,g
P-29170,SALAD|Kale & Cabbage Slaw,4.6,Kg,PREP,4600.0,g
P-38875,SALAD|Kale Slaw,85.0,g,,85.0,g
P-53160,SALAD|Pasta|Pesto,4.5,Kg,PREP,4500.0,g
P-44312,Salad|Tabouleh Mix,6.25,Kg,PREP,6250.0,g
P-53920,SALAD|Wedge Canape|FORMAL,12.0,each,,348.0,g
P-49175,SALAD|Winter Beet & Pomegranat,6.0,PTN,,1554.0,g
P-43343,SALADlFattoush,1.0,CT,,120.0,g
P-54724,SALMON|Roasted Whole Fillet,1.25,Kg,,1250.0,g
P-71315,SALSA|Macha,3.6,L,,3600.0,ml
P-56986,SALSA|Mango,1.0,L,,1000.0,ml
P-26062,SALSA|Pico de Gallo,30.0,Kg,PREP,30000.0,g
